X,Y,X,Y
5.99423112464455,47.2514446234477,726560,5237456
5.99555087627152,47.2514100993763,726660,5237456
5.99428181905344,47.2523432298483,726560,5237556
5.99560159294324,47.2523087046979,726660,5237556
